youtube_id,label,path
PRlNKpG7Q6A,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\PRlNKpG7Q6A_000000_000010.mp4
kc6526syveI,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kc6526syveI_000018_000028.mp4
4rIm47XjBO8,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4rIm47XjBO8_000008_000018.mp4
SUvTnZGWKiQ,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SUvTnZGWKiQ_000102_000112.mp4
20yvzUk0kUw,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\20yvzUk0kUw_000018_000028.mp4
2VfdCm8xoNg,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\2VfdCm8xoNg_000861_000871.mp4
AKPB9vswo8Y,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\AKPB9vswo8Y_000053_000063.mp4
SCO6lwMeEZ4,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SCO6lwMeEZ4_000091_000101.mp4
g4OfrnbGQKw,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\g4OfrnbGQKw_000010_000020.mp4
qmADnlaYpxk,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qmADnlaYpxk_000041_000051.mp4
TfBSso5ueus,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\TfBSso5ueus_000366_000376.mp4
73Jkgcfhr0E,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\73Jkgcfhr0E_000004_000014.mp4
qiNeQybcn88,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qiNeQybcn88_000026_000036.mp4
B-SQ8cYQSMk,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\B-SQ8cYQSMk_000222_000232.mp4
4xRXBn5YtVI,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4xRXBn5YtVI_000003_000013.mp4
C3TEPiiMKw0,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\C3TEPiiMKw0_000004_000014.mp4
YRHmw0TPURE,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\YRHmw0TPURE_000025_000035.mp4
7jqfUOitIHs,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\7jqfUOitIHs_000000_000010.mp4
GqX9GuU8Xt0,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\GqX9GuU8Xt0_000041_000051.mp4
-AFUY-wuzdU,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-AFUY-wuzdU_000002_000012.mp4
stIP0CSLWyI,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\stIP0CSLWyI_000006_000016.mp4
f-kOUTBGqNU,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\f-kOUTBGqNU_002431_002441.mp4
sHfnwf4SbME,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sHfnwf4SbME_000298_000308.mp4
bXLxyM0jVdE,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\bXLxyM0jVdE_000159_000169.mp4
809iXTGkqZQ,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\809iXTGkqZQ_000068_000078.mp4
T-vwsIOVNTw,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\T-vwsIOVNTw_000000_000010.mp4
t7feASZCS2k,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\t7feASZCS2k_000046_000056.mp4
hk4DmSbSYJc,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hk4DmSbSYJc_000046_000056.mp4
lMePnzq3tos,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lMePnzq3tos_000078_000088.mp4
sypMz8KkoSE,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sypMz8KkoSE_000003_000013.mp4
sSmMjIqVnmw,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\sSmMjIqVnmw_000065_000075.mp4
DNaD97meaoM,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\DNaD97meaoM_000003_000013.mp4
vxUco1feW2A,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\vxUco1feW2A_000003_000013.mp4
4OigGnHSVHo,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4OigGnHSVHo_000106_000116.mp4
AVZFzaeUe9s,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\AVZFzaeUe9s_000151_000161.mp4
KyWm-mjKVeE,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\KyWm-mjKVeE_000040_000050.mp4
BOTH3rtr-Ac,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\BOTH3rtr-Ac_000005_000015.mp4
dFHjPixUW7I,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\dFHjPixUW7I_000059_000069.mp4
ucstS35OZIQ,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ucstS35OZIQ_000298_000308.mp4
4aCm5IkkWPY,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4aCm5IkkWPY_000590_000600.mp4
kscFcZZG3VU,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kscFcZZG3VU_000041_000051.mp4
yZQpolefxxQ,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\yZQpolefxxQ_000022_000032.mp4
Rwnm2ComsRo,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Rwnm2ComsRo_000004_000014.mp4
GxDWQodi8uI,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\GxDWQodi8uI_000003_000013.mp4
0MgG4dV56Ik,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0MgG4dV56Ik_000008_000018.mp4
AZK24vSpDfM,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\AZK24vSpDfM_000028_000038.mp4
jz3bkoSby3s,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\jz3bkoSby3s_000006_000016.mp4
IsntonmevFM,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\IsntonmevFM_000069_000079.mp4
Hsxz9uCo1l4,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Hsxz9uCo1l4_000006_000016.mp4
DiwZQmcvxOs,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\DiwZQmcvxOs_000367_000377.mp4
JlrLYQo60LM,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\JlrLYQo60LM_000226_000236.mp4
--gx7yb1-x0,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\--gx7yb1-x0_000298_000308.mp4
He4yk8AJdFE,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\He4yk8AJdFE_000003_000013.mp4
kMNwwdXYIAo,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kMNwwdXYIAo_000032_000042.mp4
ps28txV5-a4,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ps28txV5-a4_000014_000024.mp4
cZQQrYL5kpM,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\cZQQrYL5kpM_000180_000190.mp4
MaUHUr8xIn8,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\MaUHUr8xIn8_000002_000012.mp4
RYkTptgCcm4,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\RYkTptgCcm4_000300_000310.mp4
Q1GP39avkVE,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Q1GP39avkVE_000065_000075.mp4
1MNKQ85zcek,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\1MNKQ85zcek_000324_000334.mp4
0YStJrAP5Vo,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0YStJrAP5Vo_000280_000290.mp4
Klby8jwNOOQ,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Klby8jwNOOQ_000048_000058.mp4
P15veHftVuI,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\P15veHftVuI_000002_000012.mp4
9Jhwbfofk-8,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9Jhwbfofk-8_000010_000020.mp4
C0FOyRZFUvg,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\C0FOyRZFUvg_000003_000013.mp4
0eVZWU4H3Ao,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0eVZWU4H3Ao_000029_000039.mp4
kc-KIvAe7ig,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kc-KIvAe7ig_000048_000058.mp4
xaVOT985upI,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\xaVOT985upI_000040_000050.mp4
xROzYEZ-H4c,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\xROzYEZ-H4c_000017_000027.mp4
ML37dkA5LZE,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ML37dkA5LZE_000286_000296.mp4
lyFFZO7zfu8,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lyFFZO7zfu8_000032_000042.mp4
CaWtknCcNAk,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\CaWtknCcNAk_000001_000011.mp4
LG1l5fAWA0Y,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\LG1l5fAWA0Y_000150_000160.mp4
PbEohUjl7kM,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\PbEohUjl7kM_000007_000017.mp4
3OyURYYCfrc,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\3OyURYYCfrc_000086_000096.mp4
KPu626MzQOo,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\KPu626MzQOo_000368_000378.mp4
diTMC-9r7oA,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\diTMC-9r7oA_000076_000086.mp4
5mCQCWdDQao,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5mCQCWdDQao_000003_000013.mp4
4CgeMq5cOdM,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4CgeMq5cOdM_000004_000014.mp4
QqzfpEFDtlw,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\QqzfpEFDtlw_000001_000011.mp4
cDxTiQJSfu0,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\cDxTiQJSfu0_000063_000073.mp4
ku9C2DMmvec,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ku9C2DMmvec_001157_001167.mp4
kvaefb9jAHE,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kvaefb9jAHE_000002_000012.mp4
-QFrYnizm74,ripping paper,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-QFrYnizm74_000005_000015.mp4
SLzRoaBs69A,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SLzRoaBs69A_000167_000177.mp4
lwmASGnvy18,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\lwmASGnvy18_000006_000016.mp4
GU-nHgK9XdQ,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\GU-nHgK9XdQ_000120_000130.mp4
jJDwxuZF9KE,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\jJDwxuZF9KE_000014_000024.mp4
MlIARaw-6CA,fixing hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\MlIARaw-6CA_000067_000077.mp4
OQFW4T1l6R0,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\OQFW4T1l6R0_000131_000141.mp4
wMLTKB5K5OE,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\wMLTKB5K5OE_000242_000252.mp4
5nxK8c3WJfQ,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\5nxK8c3WJfQ_000055_000065.mp4
qOFjC7xfLEk,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qOFjC7xfLEk_000048_000058.mp4
TvZyXtOOPEY,hopscotch,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\TvZyXtOOPEY_000002_000012.mp4
59UILrAtQuo,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\59UILrAtQuo_000500_000510.mp4
rNUkXggdwvQ,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\rNUkXggdwvQ_000003_000013.mp4
RH-39Rmt43U,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\RH-39Rmt43U_000003_000013.mp4
pj7pN1W028E,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\pj7pN1W028E_000010_000020.mp4
-cwgfVyc76A,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-cwgfVyc76A_000183_000193.mp4
9MYf2y7tv-o,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9MYf2y7tv-o_000276_000286.mp4
0j-xkhqhtlo,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0j-xkhqhtlo_000286_000296.mp4
cPoPqbGLEYY,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\cPoPqbGLEYY_000051_000061.mp4
4emVGEoGvLA,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\4emVGEoGvLA_000174_000184.mp4
hQwhRRJhqx4,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\hQwhRRJhqx4_000000_000010.mp4
gaozKcL2n0Y,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\gaozKcL2n0Y_000043_000053.mp4
odlCyRCnWe0,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\odlCyRCnWe0_000001_000011.mp4
Jv4aPGFx8R4,spraying,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Jv4aPGFx8R4_000056_000066.mp4
xwWmwWoCVDU,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\xwWmwWoCVDU_000193_000203.mp4
ioExz2cAwew,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ioExz2cAwew_000199_000209.mp4
fSKOOocKcb0,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\fSKOOocKcb0_000011_000021.mp4
pDzpWc9P5OY,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\pDzpWc9P5OY_000039_000049.mp4
onBOrbBzcPw,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\onBOrbBzcPw_000012_000022.mp4
9GeUeyYbfBk,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\9GeUeyYbfBk_000003_000013.mp4
qBqnZed0MHs,playing kickball,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\qBqnZed0MHs_000095_000105.mp4
kP-8hepwHKo,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\kP-8hepwHKo_000001_000011.mp4
Chbr24XvaLY,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Chbr24XvaLY_000000_000010.mp4
Q5bg3ZCfbXs,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Q5bg3ZCfbXs_000194_000204.mp4
Jgg8QhDOtNU,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Jgg8QhDOtNU_000011_000021.mp4
Px6jCXdCv-U,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\Px6jCXdCv-U_000016_000026.mp4
o16skOofG8U,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\o16skOofG8U_000011_000021.mp4
6eJHsxZKLmM,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\6eJHsxZKLmM_000042_000052.mp4
GP8VKNZ15-o,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\GP8VKNZ15-o_000114_000124.mp4
-NWQ25YdreM,shot put,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-NWQ25YdreM_000042_000052.mp4
PMS09xc6RhU,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\PMS09xc6RhU_000044_000054.mp4
j7QSRmAYc8k,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\j7QSRmAYc8k_000006_000016.mp4
XyyTwsLhQbY,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XyyTwsLhQbY_000033_000043.mp4
p2fIXTPlRto,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\p2fIXTPlRto_000024_000034.mp4
-q4xNl2q9QI,playing ice hockey,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\-q4xNl2q9QI_000002_000012.mp4
oOdefJCGzvs,situp,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\oOdefJCGzvs_000002_000012.mp4
xDeYuHRNTVE,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\xDeYuHRNTVE_000041_000051.mp4
AmWxfGmlzn0,cooking chicken,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\AmWxfGmlzn0_000313_000323.mp4
6Cwk-WOBKFY,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\6Cwk-WOBKFY_000023_000033.mp4
b-4HU9RktwM,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\b-4HU9RktwM_000040_000050.mp4
p-cA2mhtIQ8,playing clarinet,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\p-cA2mhtIQ8_000025_000035.mp4
LX24aJiPIHQ,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\LX24aJiPIHQ_000004_000014.mp4
0my6-Xr31Ek,stretching leg,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\0my6-Xr31Ek_000004_000014.mp4
m-KTpO0CSKI,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\m-KTpO0CSKI_000013_000023.mp4
pZVBqMahIYQ,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\pZVBqMahIYQ_000002_000012.mp4
oLBEptq18PU,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\oLBEptq18PU_000045_000055.mp4
RfCgV3feXeI,balloon blowing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\RfCgV3feXeI_000018_000028.mp4
yNG24ME5Z-4,baking cookies,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\yNG24ME5Z-4_000089_000099.mp4
oCvOnRmvYMU,flipping pancake,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\oCvOnRmvYMU_000048_000058.mp4
AKO1Ho6KkL0,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\AKO1Ho6KkL0_000395_000405.mp4
ELfBIBQFaCo,golf driving,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\ELfBIBQFaCo_000046_000056.mp4
8PWZdhkGb2o,dying hair,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\8PWZdhkGb2o_000175_000185.mp4
JAzxwAWFhgA,riding camel,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\JAzxwAWFhgA_000020_000030.mp4
q4FSpXjpb1E,wrapping present,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\q4FSpXjpb1E_000634_000644.mp4
SjijJjaBwXI,writing,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\SjijJjaBwXI_000215_000225.mp4
XAmCdXL7DD8,texting,G:\.shortcut-targets-by-id\1n5yaFEuSp2yBTSRo7uPhTRPAPXl-Iy74\train_subset\XAmCdXL7DD8_000064_000074.mp4
